id,EAP,HPL,MWS
id26094,0.9042483706285976,0.06616652272126004,0.029585106650143307
id22080,0.7129348407334565,0.2537734890527614,0.03329167021378115
id03545,0.8746671684600849,0.11058737120604352,0.014745460333870024
id23725,0.03174458563289955,0.31991143114391224,0.6483439832231879
id12009,0.6916676400742775,0.21146355701569686,0.09686880291002634
id24241,0.29649490690447244,0.11471608605456232,0.5887890070409646
id03596,0.046701548408102825,0.9307168047124329,0.02258164687946254
id10749,0.49945429860071494,0.2668424263918096,0.23370327500747706
id22794,0.18255502256456063,0.09020323717151049,0.7272417402639314
id15482,0.3717278588635214,0.536635582901839,0.09163655823463963
id04833,0.7189865284469542,0.20429281681500572,0.07672065473803859
id00397,0.09260815382181233,0.007302137909676996,0.9000897082685071
id14691,0.07411468105560429,0.016726646097596557,0.9091586728467987
id05193,0.19102737224530775,0.03613867198167978,0.7728339557730116
id19541,0.4463132155026507,0.07900474098329856,0.4746820435140501
id22166,0.013542348653129694,0.023774361068082495,0.9626832902787861
id20744,0.07905150388624035,0.007303032465034335,0.9136454636487258
id10392,0.04632803812163196,0.01921304537225142,0.9344589165061146
id00770,0.7778275890147824,0.16978340866129954,0.05238900232391765
id06018,0.13200558924641237,0.8208231395325928,0.04717127122099459
id15678,0.4790316412444274,0.007860995623930406,0.5131073631316408
id08305,0.8151535266607792,0.13264563013789452,0.05220084320132659
id08903,0.17898208732664797,0.11449331751343371,0.7065245951599182
id14752,0.42721404310226463,0.5119199532695866,0.060866003628148424
id12468,0.11858328078853117,0.86715673652555,0.014259982685917494
id05085,0.3074443902377521,0.6554599628716803,0.037095646890566825
id21993,0.15079346372455618,0.026037835839602223,0.8231687004358424
id15503,0.8140387239347279,0.1690841660241748,0.01687711004109786
id03021,0.0015532711335769663,0.9946285772329622,0.0038181516334632793
id16123,0.9767391197394315,0.01369716955346496,0.009563710707102784
id19383,0.8774402768030888,0.07839241473075892,0.04416730846615174
id04186,0.9907967044365122,0.004408367727932831,0.004794927835553725
id17954,0.04458502767697543,0.006369924359603598,0.9490450479634209
id12030,0.3349825045805405,0.05551878949212945,0.6094987059273305
id13020,0.6363960601606311,0.3391397502528624,0.02446418958650685
id25327,0.180277901160544,0.4026271445633542,0.41709495427610327
id16344,0.3463873947915491,0.11920566389108678,0.534406941317365
id12303,0.3442030094534696,0.3863145486745538,0.2694824418719753
id15017,0.6986686830519666,0.28830177511090105,0.013029541837132357
id22308,0.6736689207727171,0.1222276478875056,0.20410343133977818
id06536,0.03841894485033764,0.028250258288409404,0.9333307968612562
id19797,0.1620155975575467,0.7827762616519814,0.0552081407904721
id06332,0.5893090477124006,0.19635918039557518,0.21433177189202382
id22941,0.5418319147036844,0.13340614925263827,0.32476193604367853
id13547,0.11440162404677048,0.04714301570641923,0.8384553602468092
id06928,0.03456069911957387,0.0027737866915060376,0.9626655141889194
id12521,0.8194563561904028,0.14855845869250814,0.03198518511709012
id25716,0.3045473207720971,0.09704578265584957,0.5984068965720531
id27116,0.0009437816664839264,0.0003399117103809053,0.9987163066231365
id19941,0.040850195335786495,0.875772050645157,0.0833777540190553
id05711,0.002019160503170321,0.0026371047961577863,0.9953437347006704
id02097,0.01882295220556038,0.09261772258475923,0.8885593252096822
id03563,0.06947162053812836,0.9031537195891213,0.027374659872749292
id02295,0.3462386827495727,0.38285679469707107,0.27090452255335545
id08179,0.9941026436486265,0.004378834117500421,0.001518522233872444
id05332,0.04094333708663129,0.9204270116477258,0.038629651265644244
id15697,0.4382200251194645,0.13817752865390598,0.4236024462266289
id17026,0.10479424784842882,0.07091055287982329,0.8242951992717488
id04243,0.7139621525125963,0.2300572545766323,0.055980592910771516
id13175,0.9977006075519903,0.0019479737691381835,0.00035141867886984645
id05387,0.8261196221503857,0.03969093167286942,0.13418944617674566
id19989,0.7283135465329439,0.1522075134605156,0.11947894000654005
id25173,0.5274008836450059,0.17778907126142868,0.2948100450935671
id08925,0.06166344381684171,0.9244004808865388,0.01393607529661825
id03034,0.05214809111363212,0.8954099992653544,0.05244190962101463
id13272,0.01197391278083448,0.9749096125517976,0.013116474667369109
id07956,0.8449314217742678,0.07061601271089879,0.08445256551483499
id02648,0.034745837082039474,0.0033987066014035242,0.9618554563165579
id01778,0.13599882244244776,0.022869758133607466,0.8411314194239443
id12846,0.08818858320944038,0.00365060914142924,0.9081608076491305
id19001,0.6425540313017742,0.07945720973479094,0.2779887589634352
id05763,0.7435291822589921,0.08575679080087849,0.17071402694013113
id15590,0.007518959268325997,0.008275148807505153,0.9842058919241684
id04912,0.6169617308906232,0.1992056895278741,0.18383257958150376
id21201,0.8683943955242193,0.0768158403583409,0.054789764117439084
id13215,0.9662326529612978,0.01185724418576513,0.0219101028529372
id15612,0.31945125319983886,0.5450129559103042,0.13553579088985632
id18501,0.04232629979631438,0.038515610674735426,0.9191580895289487
id07223,0.40885427752292575,0.37503460201964767,0.21611112045742709
id06707,0.7668784127731761,0.13449431215530142,0.09862727507152418
id05238,0.008298040612881806,0.9865025850205265,0.005199374366593397
id00935,0.13979050025269857,0.034838647121309706,0.8253708526259921
id00110,0.5852835118451352,0.09133117138978883,0.32338531676507265
id17476,0.958147437539016,0.029484135560798624,0.012368426900185178
id15170,0.9248195608965353,0.05647229035232199,0.01870814875114357
id13397,0.36488079973070653,0.1562716730121017,0.4788475272571931
id24283,0.32154358743988964,0.1850733279769094,0.4933830845832001
id15234,0.8924231091850334,0.10127852749064357,0.006298363324324674
id16884,0.4354298626581961,0.2044610989453483,0.36010903839645514
id07831,0.30328156101364,0.522338047933855,0.1743803910525037
id16038,0.7632553219463513,0.1640577980508903,0.07268688000275803
id03629,0.3356587403361975,0.23976108134073612,0.4245801783230648
id21019,0.6999999652605821,0.0236444604593332,0.27635557428008534
id21835,0.46232813875688483,0.16752237236627074,0.37014948887684573
id04480,0.11446376373618425,0.8822153656525111,0.0033208706113036653
id20838,0.5822492632022567,0.30820371947591624,0.10954701732182581
id24195,0.6377920911597758,0.1725340311460686,0.18967387769415553
id05448,0.8176907854905563,0.10252914729704139,0.07978006721240291
id15957,0.10254584879367364,0.8823017152135506,0.015152435992775019
id19956,0.028515776329983818,0.0011067842257140082,0.9703774394443024
id15104,0.15955154244586478,0.1778583208077296,0.6625901367464041
id17559,0.5239591389603704,0.38465922332504443,0.09138163771458471
id16839,0.35398333898861667,0.37843388508215564,0.2675827759292288
id14493,0.4798940527146284,0.08716583303562882,0.4329401142497421
id08833,0.6828281153691023,0.062359801660811585,0.2548120829700867
id15723,0.18714274323569366,0.23834401894076584,0.5745132378235401
id02716,0.9162875172023808,0.05761556449461369,0.026096918303007286
id06689,0.04981216325985532,0.9122775167420732,0.0379103199980728
id18837,0.35732485925522495,0.12680139904425744,0.5158737417005161
id04466,0.8553159705943153,0.10663328966196246,0.038050739743722445
id00686,0.6000273735859499,0.09579739753868224,0.3041752288753669
id09010,0.2213102866593782,0.7656158518090548,0.013073861531568823
id23353,0.3592711626937624,0.4001609360990445,0.24056790120719276
id00066,0.7076434009495531,0.24721431861484625,0.04514228043560053
id15724,0.18762623388885777,0.6985890857551198,0.11378468035602142
id23486,0.17387990526145167,0.041096010212229236,0.7850240845263177
id22258,0.1332111668973561,0.0670436363926823,0.7997451967099599
id02292,0.2624316367263211,0.634671680236178,0.10289668303750113
id16356,0.08190015678048787,0.04229774003103333,0.8758021031884771
id00235,0.7844696564204418,0.034135128685795456,0.18139521489376373
id25522,0.14550034764788783,0.024064773124286457,0.8304348792278252
id04204,0.04274427788884759,0.8930042234399924,0.06425149867115976
id22016,0.5964090509144346,0.11838478021511024,0.28520616887045586
id06480,0.06944722749804207,0.8194817230391298,0.11107104946282774
id08718,0.017534656528920653,0.009094267867156452,0.9733710756039221
id05251,0.024254351401250547,0.9441033905781806,0.031642258020565896
id03359,0.6581027689961375,0.13737245635067422,0.2045247746531881
id16117,0.1580391473628128,0.019813193904273992,0.8221476587329126
id17000,0.059470496513282844,0.9337343292848455,0.006795174201871835
id01730,0.5186313706579073,0.431462185914955,0.04990644342713929
id00630,0.15735998669213175,0.6339579132535664,0.20868210005430288
id18175,0.048461641593700984,0.014384210890725566,0.9371541475155737
id00907,0.8528956344833932,0.1109412445499796,0.036163120966626015
id18251,0.19293938807934352,0.7893088278083707,0.017751784112282922
id25861,0.5501635059653183,0.10408886659493775,0.34574762743974236
id00398,0.5805550249437053,0.10515682338970199,0.314288151666594
id27573,0.9526565940475024,0.0019407571749543852,0.045402648777542645
id10022,0.03823520140031969,0.9072382910191634,0.05452650758052004
id15901,0.22697321331892564,0.014196307426163401,0.7588304792549113
id00451,0.23238030235077956,0.07244214857558166,0.695177549073638
id23129,0.11698808664833983,0.781874732022072,0.10113718132958707
id26498,0.3456835843866964,0.4188432473639227,0.23547316824938053
id14741,0.5214453551767382,0.16323910885923526,0.31531553596402784
id18453,0.2648865743272129,0.09552646651497879,0.6395869591578086
id08309,0.8744773826611248,0.054181291412278634,0.07134132592659631
id00320,0.9030693088701631,0.030158765211669845,0.06677192591816969
id07688,0.29313339016849266,0.1480934156011587,0.558773194230349
id01556,0.20709818545239808,0.031478773600827445,0.761423040946774
id00178,0.7409937064733024,0.07139883954235864,0.1876074539843389
id18902,0.05653210835703331,0.019088027846178957,0.9243798637967879
id27002,0.6358255752698727,0.20318948131417602,0.16098494341595146
id21418,0.9850694373182111,0.013344979282001578,0.0015855833997876774
id23018,0.39373563768080594,0.10411304999318442,0.5021513123260093
id07032,0.32930158332143633,0.3595306965597831,0.31116772011878013
id16195,0.9424906957287202,0.014720349561348257,0.042788954709929924
id11202,0.11270244849451143,0.8095171380051984,0.07778041350029095
id09578,0.47925643264924667,0.1689885385625793,0.35175502878817466
id26984,0.7161599776020549,0.04216904094066751,0.24167098145727917
id19856,0.06896774824955436,0.8797740453236662,0.051258206426780334
id12086,0.6477367871045063,0.06529884249429409,0.2869643704012006
id12052,0.018769435806887773,0.07261948918629073,0.9086110750068224
id17728,0.12505432510015538,0.026316932534866645,0.8486287423649794
id24608,0.8173814642099976,0.05787286459363831,0.12474567119636562
id21097,0.34692335657975737,0.0988653661384793,0.554211277281764
id20179,0.004993842531053844,0.0011861335113658629,0.993820023957578
id15144,0.31926773119572094,0.5190483662594092,0.1616839025448694
id00206,0.8180319253355365,0.0962751104724005,0.08569296419206385
id22285,0.01460078576156507,0.0033043911695159814,0.9820948230689195
id06417,0.13902999730856358,0.4297679254055301,0.431202077285907
id00215,0.04338054274426023,0.9529654146541419,0.0036540426015994705
id04201,0.3564500076527212,0.04322697412261465,0.6003230182246655
id21771,0.9268059980225933,0.048816927131061436,0.024377074846346925
id12451,0.15045737379732194,0.5594918094354129,0.29005081676726496
id14250,0.15137850425623045,0.6534536112945889,0.19516788444917973
id03433,0.033396886641271335,0.9614527726657045,0.005150340693023288
id03303,0.1766596163996943,0.020041200368561874,0.8032991832317433
id25901,0.40280527580815423,0.37859150847114836,0.2186032157206971
id06945,0.6961663516325824,0.03203205768532125,0.27180159068209675
id05664,0.5058586231820794,0.25837556165490816,0.23576581516301195
id05741,0.9424718891492072,0.013256847239865095,0.044271263610924455
id10652,0.28221316196432306,0.2194286221246789,0.49835821591099866
id16300,0.8257234476046903,0.06542257285767965,0.1088539795376273
id12319,0.4578664079902908,0.27084265383559497,0.2712909381741133
id07500,0.056582632634841735,0.9346646820499207,0.008752685315235768
id12478,0.32188461438695193,0.31711549623683294,0.3609998893762143
id03076,0.14397954615119404,0.010596612212668395,0.8454238416361384
id00969,0.2201479261427914,0.6933368147050963,0.08651525915211139
id23636,0.23527097041188202,0.49296123720985513,0.2717677923782634
id09791,0.08189368441661268,0.06931179190571012,0.8487945236776769
id05680,0.23557153262873218,0.41275295676236434,0.3516755106089061
id03672,0.30888597704131676,0.6648820187141423,0.02623200424454434
id04286,0.07477806411037721,0.8172601057567429,0.10796183013288108
id23883,0.037675121889214354,0.2549453386610402,0.7073795394497447
id11914,0.5713732844995301,0.056818951442655995,0.3718077640578153
id20974,0.32865451092998715,0.6009187397620096,0.0704267493080032
id26125,0.011309708943021773,0.03700409008479969,0.9516862009721777
id15543,0.27632287296816355,0.08080145579042954,0.6428756712414087
id19471,0.9815944648995094,0.010145696092375546,0.008259839008113428
id11503,0.6652738086411591,0.22880099624949662,0.10592519510934395
id09321,0.03158637649301275,0.8810890866684206,0.08732453683856657
id25560,0.005613233011707756,0.006748737908469531,0.9876380290798202
id06726,0.572678028426286,0.157596281882712,0.2697256896910008
id05709,0.835692336192406,0.07637789075161867,0.08792977305597607
id09788,0.10371824260780514,0.5712750592789281,0.3250066981132669
id05289,0.9954894125338954,0.0033684485841991665,0.0011421388819061753
id11815,0.05560077197181791,0.8990970535169751,0.045302174511208784
id22422,0.793923505569021,0.12325333112650813,0.08282316330447068
id25954,0.6005772745491301,0.01853687346241154,0.38088585198845865
id13601,0.5192487547033798,0.4279266339757334,0.052824611320887165
id05677,0.5954123433590861,0.009236051191534865,0.3953516054493792
id10498,0.1259193758969581,0.8681656293334677,0.005914994769573167
id02665,0.34375950641891695,0.4394043728123403,0.21683612076874262
id10114,0.08648981673110419,0.7119627780278397,0.2015474052410582
id26314,0.6576023840636035,0.2817807844047508,0.06061683153164441
id21240,0.7350042996480092,0.11163143123675304,0.15336426911523895
id15569,0.652940864421364,0.3148896830887482,0.03216945248988783
id25928,0.17002015549684824,0.18562982760830676,0.644350016894844
id22706,0.09686893661496959,0.8885287343070984,0.014602329077931523
id20877,0.08180909130999042,0.8499023931549491,0.06828851553506086
id04318,0.8208907227760848,0.06183194319838293,0.11727733402553214
id18299,0.10688689078140737,0.8617539464873182,0.03135916273127425
id08126,0.17760218336574157,0.013897266386737354,0.8085005502475198
id14293,0.35870076877531254,0.037000068033887605,0.6042991631907987
id12759,0.9675744327898927,0.017842468459508407,0.014583098750597519
id11983,0.4402422647416574,0.029970260703794018,0.5297874745545477
id05580,0.15952286910894217,0.7272573022392863,0.11321982865176912
id25846,0.40447548392222915,0.27404800327304113,0.32147651280473033
id01939,0.42809920550573266,0.11972526668018547,0.45217552781408243
id26327,0.15756554939939088,0.470611855940678,0.37182259465993267
id11068,0.12079223127466959,0.03827877552821942,0.8409289931971095
id08404,0.6745308109702286,0.042650468521903184,0.2828187205078696
id27189,0.30260274649724295,0.6526799842784735,0.04471726922428212
id15119,0.26798659702895145,0.6068006389305962,0.12521276404045326
id26525,0.8130157904890021,0.06174930471740328,0.12523490479359595
id03618,0.8870748112410852,0.08110981978082579,0.03181536897808976
id27220,0.9461416284594568,0.017601164885111396,0.03625720665543127
id18777,0.2687326508672911,0.10494487664684284,0.6263224724858665
id20213,0.8076550603081063,0.09538187827488832,0.09696306141700604
id20403,0.7492608576740816,0.16496283237240472,0.08577630995351612
id03777,0.09095629426060056,0.11594212585764914,0.7931015798817528
id10595,0.04693234817204568,0.9046550139306412,0.04841263789731499
id13816,0.2710286539086522,0.01233256042664921,0.716638785664699
id05667,0.15586182978078228,0.13752983510006614,0.7066083351191526
id24629,0.31309813810619197,0.15889783558744242,0.5280040263063664
id20398,0.42669459486737005,0.24953777514158695,0.323767629991042
id14108,0.05253407243783488,0.046171182939049156,0.901294744623115
id06196,0.024622142143434347,0.9672265948709811,0.008151262985584735
id02800,0.2628802641090974,0.6666369038537101,0.07048283203719245
id18732,0.09391201671850966,0.8699970925584681,0.03609089072302175
id11915,0.11011321621826492,0.7255707467700427,0.16431603701169264
id09739,0.6256833521336851,0.14773917706931744,0.22657747079699714
id24672,0.885699071301678,0.09313059754101825,0.021170331157307036
id00414,0.042384182400447196,0.09008515820273871,0.8675306593968171
id16307,0.927760139586996,0.037428670910363046,0.034811189502639575
id14043,0.27278836525832767,0.1159163351757703,0.611295299565902
id00517,0.0023778825359478816,0.003437059679199712,0.9941850577848513
id09744,0.9295084731228249,0.06944447934742572,0.0010470475297503314
id19257,0.7717645283751534,0.11129429926003455,0.11694117236481022
id15437,0.5900172331228158,0.33938754878898525,0.07059521808819856
id16352,0.0627360005283213,0.041774993288062806,0.8954890061836158
id18849,0.4605726926935971,0.153883173695465,0.38554413361093853
id19434,0.0017836898270686898,0.9972940603568773,0.0009222498160534593
id17928,0.41607200731618776,0.03936442950835567,0.5445635631754582
id16896,0.1749048275194639,0.00891200308243892,0.8161831693980958
id02135,0.6335067991103569,0.17213104887266678,0.19436215201697563
id15075,0.9527050665105924,0.03322705124964673,0.014067882239759483
id27486,0.010412615561259456,0.97030464592257,0.019282738516168563
id19422,0.8076495659081404,0.17106995983243733,0.021280474259422342
id09603,0.034350554803676395,0.9258452192970101,0.03980422589931299
id02133,0.34405478639234854,0.5900422478267892,0.0659029657808607
id03441,0.5420300037999152,0.10871105368482667,0.34925894251526
id02398,0.07256768355495856,0.9203735431373745,0.007058773307666912
id05152,0.33213902028570624,0.03720624379079012,0.6306547359235044
id17838,0.1082980569484789,0.01726023150232277,0.8744417115491996
id25060,0.8231831598893565,0.15905608366601867,0.017760756444625343
id09998,0.035716778374740014,0.08892863525551581,0.8753545863697446
id01828,0.127692207398196,0.7867365254727325,0.08557126712907313
id25377,0.3005768736748812,0.10999259984109608,0.5894305264840227
id22175,0.20896255554539217,0.7543763153662222,0.03666112908838711
id02974,0.36007003886944156,0.0368903036204372,0.6030396575101225
id26955,0.9704142471507814,0.02319733060467385,0.006388422244544021
id21091,0.8960767778872702,0.08758214150298015,0.01634108060975307
id12802,0.7651134044420832,0.17745247019467839,0.057434125363237123
id07432,0.0043540018464038556,0.9916113890158226,0.004034609137773304
id18749,0.3232945346831377,0.3367878635762517,0.33991760174060887
id15030,0.06886786225399491,0.062031246339136765,0.8691008914068685
id17155,0.19153872772032923,0.7508995840517807,0.057561688227887424
id08128,0.016284782604912642,0.8402848439632017,0.1434303734318841
id25706,0.010359884679438143,0.9439633895088112,0.045676725811753735
id15645,0.49134146656727384,0.22324472016418212,0.2854138132685432
id04943,0.47576837012465956,0.35722243169075446,0.1670091981845843
id27566,0.029709070787648405,0.04901807751779599,0.9212728516945572
id11765,0.24327713997757905,0.22460286745959993,0.532119992562824
id13783,0.22676110595992688,0.6830504955304653,0.09018839850960826
id00492,0.08291465970381559,0.07940105640710411,0.8376842838890819
id27636,0.04403825693324709,0.01619091267607001,0.9397708303906817
id04273,0.8641356091166548,0.06307261425389978,0.07279177662944754
id02537,0.24713475056997494,0.30454052298058715,0.44832472644943816
id24349,0.6286022456612451,0.3439938924016669,0.027403861937088946
id00023,0.014511970321578188,0.9466516163349791,0.03883641334344324
id23025,0.3779788230518686,0.539917429508633,0.08210374743949674
id08722,0.83816925584123,0.08778452386389339,0.07404622029487706
id02420,0.9865262847050651,0.010221795576830285,0.003251919718107903
id10811,0.8957946104838863,0.030169885560290797,0.07403550395582333
id04019,0.05815025098005205,0.10695781286198452,0.8348919361579619
id18334,0.94234052008115,0.050910764671412825,0.00674871524743628
id16781,0.4490638929347853,0.5149141850975104,0.03602192196770407
id08773,0.25423519119150917,0.7381224438398079,0.0076423649686812225
id19214,0.33351566759109114,0.558215388555189,0.10826894385371968
id09589,0.0023924854987557,0.9793241526541455,0.018283361847100065
id24246,0.6509069111133241,0.16621446831230266,0.18287862057437274
id23577,0.6470245028876628,0.3368441392931144,0.016131357819221606
id09305,0.5370724236251495,0.14605814677760431,0.316869429597246
id16460,0.5827513229979535,0.08605545046332543,0.33119322653872224
id21115,0.48232329737172946,0.1446665839604248,0.3730101186678442
id25996,0.4602152474783606,0.14942726324214262,0.3903574892794976
id02551,0.005273921997194692,0.018360451517292656,0.9763656264855127
id19352,0.06508513713001939,0.001337080385635252,0.9335777824843439
id03806,0.33621890601313625,0.047534678849159434,0.6162464151377028
id26544,0.8814439479318522,0.0645258330129919,0.05403021905515704
id18761,0.8891008239674094,0.03262460203303253,0.07827457399955662
id24148,0.5140222437383438,0.4700073904901762,0.015970365771478513
id16095,0.17531931756896751,0.7293550578187257,0.09532562461230587
id18442,0.4735775104935159,0.19934526507510894,0.3270772244313748
id22596,0.0035143639465716747,0.0009948059487530415,0.9954908301046741
id23002,0.01417886884386413,0.02514844199472235,0.9606726891614142
id04797,0.9753738792527159,0.006627032497013262,0.01799908825027148
id06610,0.30959636488892006,0.07268700491237641,0.6177166301987048
id16173,0.40990652747595074,0.4324108550426355,0.15768261748141388
id18292,0.3153375396564233,0.03840815217010778,0.64625430817347
id27328,0.8971918030301138,0.02364847137824354,0.07915972559164103
id01695,0.15434238691213803,0.7918766399750324,0.05378097311283112
id05761,0.642582532823998,0.050915720433921736,0.30650174674208114
id16354,0.8716911097062675,0.04237009176251737,0.08593879853121428
id12207,0.13313458730787794,0.30168556900211146,0.5651798436900116
id05665,0.26338584541550636,0.009988010069221311,0.7266261445152692
id01911,0.7205534485701207,0.2653794477127737,0.014067103717105685
id19153,0.06902697654414061,0.03666583446029146,0.894307188995568
id10295,0.5071601028796625,0.35035177241698995,0.14248812470334843
id23038,0.765328942833138,0.14210577921280265,0.09256527795405946
id23783,0.24025038446748356,0.753788285981412,0.0059613295511045114
id27879,0.7643592087345088,0.1699766029476172,0.06566418831787404
id19190,0.01585328782893408,0.9798496961449396,0.004297016026127928
id05065,0.9259009531541895,0.04430480197270785,0.02979424487310154
id21296,0.08141004153706798,0.8694785275098587,0.04911143095307525
id13262,0.2758201442972538,0.20235258006291618,0.5218272756398309
id10333,0.8396959417790997,0.04273553197434788,0.1175685262465511
id16677,0.20884856140425642,0.38661521626535433,0.4045362223303915
id01392,0.4927733814921314,0.0788822554860003,0.42834436302186946
id27874,0.8025019020139089,0.16938884830415502,0.0281092496819359
id02294,0.0036701649793500976,0.9876617831379604,0.008668051882689976
id18298,0.05873283316308419,0.14829579057886738,0.7929713762580476
id06997,0.8953481869294928,0.02150275638066182,0.08314905668984755
id05243,0.4082957911872609,0.3355856707192606,0.2561185380934784
id00860,0.06302749876019263,0.8951450792259321,0.04182742201387668
id26681,0.9935880206436722,0.00524737911746271,0.0011646002388658507
id06020,0.01221359501420277,0.0008859223504087246,0.9869004826353887
id27683,0.5352082769699736,0.15337201064136172,0.3114197123886647
id17655,0.026201345690999175,0.9714540917244087,0.002344562584594845
id08817,0.11745999808373773,0.09635648226571104,0.7861835196505524
id11512,0.023457580627267785,0.018028213480139978,0.9585142058925937
id00478,0.11161916346295535,0.027250613377889754,0.8611302231591551
